"Date of Download: 2024-03-12_14:52:00"
"Search Parameters: Data Level:all  Trait List:  Trial List:12761  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Change in weight after boiling computation percentage|month 10|boiling time 20 minutes|COMP:0000224","Change in weight after boiling computation percentage|month 10|boiling time 30 minutes|COMP:0000225","Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051","beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053","branching level counting|CO_334:0000079","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","dry matter content by specific gravity method|CO_334:0000160","dry matter content by table-top NIRS in percentage|CO_334:0002057","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","frog skin disease : visual 1-5|CO_334:0000093","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","lodged plants estimation 1-3|month 4|COMP:0000369","marketable root number counting|CO_334:0000169","marketable root weight measurement in kg|CO_334:0000131","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","root number per plot counting|CO_334:0000011","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2174907","SM4850-8","","plot","7794470","202326BCPRC_saha_rep1_SM4850-8_6","1","1","6","1","6","test","","2.9","4.8","12.8","5.9","3","1","28.0220801658604","33.6","110","7.32600732600733","4","1","5","2","2","13","2.9","8","20","2","240","5","6","3","1","4","2","33","3110","216","0","19","3","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2175374","SM4891-13","","plot","7794515","202326BCPRC_saha_rep1_SM4891-13_16","1","1","16","3","4","test","","1.4","2.4","12.8","6.3","3","1","27.7008250825082","33.1","120","13.7362637362637","7.5","4","5","2","1","17","6.4","10","20","4","330","30","6","3","1","2","3","35","4550","308","0","19","3","3","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2175520","SM4952-5","","plot","7794492","202326BCPRC_saha_rep1_SM4952-5_10","1","1","10","2","3","test","","4.1","6.7","16.5","9","3","2","25.9938886267107","35.3","100","11.6300366300366","6.35","1","5","2","2","17","4.45","8","20","3","230","5","6","3","1","3","2","42","4500","262","0","20","3","3","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2251098","SM4963-25","","plot","7794511","202326BCPRC_saha_rep1_SM4963-25_13","1","1","13","3","1","test","","0.6","0.9","14.4","8.4","3","1","32.2599528301886","34.9","120","19.7802197802198","10.8","1","4","2","1","26","10.25","8","20","3","250","20","5","3","1","1","3","32","4670","430","0","20","1","3","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2251121","SM5008-33","","plot","7794482","202326BCPRC_saha_rep1_SM5008-33_1","1","1","1","1","1","test","","2.2","4.7","8.9","3","3","2","31.5506268188941","36.3","110","12.2710622710623","6.7","1","5","1","1","15","5.5","10","20","2","240","20","6","3","2","3","2","28","4900","433","0","20","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2478172","SM5564-6","","plot","7794502","202326BCPRC_saha_rep1_SM5564-6_17","1","1","17","3","5","test","","2.8","4.1","14.6","8.8","1","2","29.0418918918919","32.3","110","1.92307692307692","1.05","1","3","1","1","3","0.8","8","20","3","240","30","2","3","1","3","2","8","1040","78","0","5","2","3","1","8"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","7794508","202326BCPRC_saha_rep1_SMB2446-2_11","1","1","11","2","2","check","","4.3","9.5","1.4","0.9","0","2","34.6890019379845","36.4","260","24.3589743589744","13.3","1","5","1","1","27","11.95","10","20","1","260","20","5","3","1","1","2","61","4610","482","0","20","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","147207","TAI8","Tai8","plot","7794489","202326BCPRC_saha_rep1_TAI8_9","1","1","9","2","4","check","","3","3.9","2","1.2","1","2","35.2997276264591","39.2","120","32.8754578754579","17.95","1","5","1","1","50","10.75","10","20","2","230","5","6","1","1","2","2","78","4320","465","0","20","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","139257","CG1141-1","","plot","7794504","202326BCPRC_saha_rep2_CG1141-1_19","2","2","19","4","6","test","","2.8","3.5","2.5","1.6","0","1","35.1423809523809","38.3","180","20.3296703296703","11.1","1","5","1","1","43","9.3","8","20","1","180","30","6","3","1","2","3","79","4820","515","0","20","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","139257","CG1141-1","","plot","7794469","202326BCPRC_saha_rep2_CG1141-1_32","2","2","32","6","5","check","","4.8","10","1.8","1.1","0","2","35.4687645146307","37.9","235","28.2051282051282","15.4","1","5","1","1","60","11.45","10","20","1","235","20","6","3","1","2","2","118","4830","524","1","20","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","139268","CM4919-1","","plot","7794499","202326BCPRC_saha_rep2_CM4919-1_34","2","2","34","6","3","check","","1.8","2.3","3.4","1.4","0","1","33.5168996617813","35.4","240","26.3736263736264","14.4","2","5","1","1","34","12.2","10","20","1","240","30","6","3","1","1","2","62","4920","485","0","20","1","3","1","4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","139299","COL2215","","plot","7794468","202326BCPRC_saha_rep2_COL2215_23","2","2","23","4","2","check","","4.2","7.2","1.8","1.1","3","2","36.0304702495201","40.3","70","14.8351648351648","8.1","1","5","1","1","36","6.8","8","20","3","230","5","6","3","1","2","2","62","4690","522","0","20","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2250627","GM11319-3","","plot","7794463","202326BCPRC_saha_rep2_GM11319-3_36","2","2","36","6","1","test","","3.2","4.1","19","9.5","3","2","32.1319151515151","38.4","110","10.1648351648352","5.55","1","4","1","2","12","3.85","8","20","3","250","5","6","2","1","3","2","39","4540","415","1","20","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2250636","GM11365-2","","plot","7794514","202326BCPRC_saha_rep2_GM11365-2_25","2","2","25","5","1","test","","3.3","3.9","16.4","8.5","3","2","31.804691183404","35.3","70","14.6520146520147","8","1","5","1","1","27","6.55","6","20","4","230","5","6","3","1","2","2","44","4660","418","0","20","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","323717","GM3426-5","","plot","7794488","202326BCPRC_saha_rep2_GM3426-5_29","2","2","29","5","5","check","","4.6","8.4","9.4","3.2","3","1","30.4128205128205","36.5","120","14.5604395604396","7.95","1","5","1","1","22","5","8","20","2","240","5","5","3","2","3","2","58","4250","350","0","19","3","3","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2169322","GM4486-11","","plot","7794465","202326BCPRC_saha_rep2_GM4486-11_22","2","2","22","4","3","test","","3.5","4.7","18","12.2","3","1","29.8015737410072","35.7","140","13.3699633699634","7.3","1","5","2","2","23","4.25","10","20","2","280","5","6","3","1","2","3","68","4830","382","0","20","1","3","1","7"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","323773","SM3536-44","","plot","7794476","202326BCPRC_saha_rep2_SM3536-44_33","2","2","33","6","4","check","","1.5","1.7","11.2","5.9","4","2","25.0420060331825","28.8","120","16.8131868131868","9.18","1","4","2","2","37","8.1","10","20","3","300","20","6","3","1","3","2","52","4900","259","2","18","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2170553","SM4569-17","","plot","7794466","202326BCPRC_saha_rep2_SM4569-17_28","2","2","28","5","4","test","","0","-0.3","14.4","7.9","3","2","25.6219383259912","25.2","100","16.8498168498169","9.2","1","5","3","2","17","5.2","10","20","3","340","30","6","3","1","3","2","62","4810","270","0","20","3","3","1","8"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2174907","SM4850-8","","plot","7794464","202326BCPRC_saha_rep2_SM4850-8_21","2","2","21","4","4","test","","1.7","1.8","12.6","6.4","2","2","25.78714799281","31.6","180","8.88278388278388","4.85","1","5","2","2","15","3.7","12","20","2","260","10","6","3","2","3","3","35","3540","202","0","20","3","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2175374","SM4891-13","","plot","7794495","202326BCPRC_saha_rep2_SM4891-13_30","2","2","30","5","6","test","","2.5","3.2","11.3","5.5","3","2","26.4495904995905","33.9","110","9.15750915750916","5","1","5","2","1","16","3.95","10","20","3","220","10","6","3","1","3","2","33","3900","237","0","20","3","3","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2175520","SM4952-5","","plot","7794478","202326BCPRC_saha_rep2_SM4952-5_31","2","2","31","6","6","test","","3.7","5.4","14.6","8.5","4","2","27.9544434264773","39.3","80","21.3369963369963","11.65","1","4","1","1","35","9.95","6","20","4","230","5","6","3","1","2","2","59","4690","324","0","20","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2251098","SM4963-25","","plot","7794509","202326BCPRC_saha_rep2_SM4963-25_35","2","2","35","6","2","test","","0.8","1","14.6","8.1","3","2","31.9718116268589","36","110","16.8498168498169","9.2","1","5","1","1","37","8.45","8","20","3","260","30","6","3","1","1","3","44","4880","442","0","20","2","3","1","7"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2251121","SM5008-33","","plot","7794481","202326BCPRC_saha_rep2_SM5008-33_26","2","2","26","5","2","test","","4.4","7.9","10.6","3.9","4","1","31.0168286755772","37.8","110","11.9047619047619","6.5","1","5","1","1","14","4.3","10","20","2","250","5","4","3","2","3","2","38","4500","385","0","16","3","2","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2478172","SM5564-6","","plot","7794503","202326BCPRC_saha_rep2_SM5564-6_24","2","2","24","4","1","test","","","","16.7","11.6","2","2","29.0814232902033","32.2","100","2.38095238095238","1.3","1","3","2","2","2","0.95","8","20","4","220","20","1","3","2","4","2","5","1170","88","0","4","1","3","1","7"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","7794484","202326BCPRC_saha_rep2_SMB2446-2_27","2","2","27","5","3","check","","5.5","11.2","1.6","0.8","0","2","34.3983058608058","38.7","240","26.007326007326","14.2","1","5","1","1","40","11.5","10","20","1","240","20","6","3","1","2","2","73","4870","502","1","20","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","147207","TAI8","Tai8","plot","7794505","202326BCPRC_saha_rep2_TAI8_20","2","2","20","4","5","check","","3.7","4.4","2.3","1.1","1","2","36.1707207207207","40.2","100","34.3406593406593","18.75","1","5","1","1","56","16.85","8","20","2","200","5","6","1","1","1","3","83","4750","532","0","20","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","139257","CG1141-1","","plot","7794510","202326BCPRC_saha_rep3_CG1141-1_45","3","3","45","8","4","check","","3.8","8.9","1","0.9","0","1","34.5618453865336","36.3","210","27.9304029304029","15.25","1","5","1","1","60","12.5","10","20","1","210","30","6","3","1","2","2","94","3580","372","0","20","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","139268","CM4919-1","","plot","7794498","202326BCPRC_saha_rep3_CM4919-1_40","3","3","40","7","4","check","","3.8","4.2","3.8","1.7","0","2","33.9690665342602","38.2","240","32.5091575091575","17.75","1","5","1","1","47","14.95","10","20","1","240","30","6","3","1","1","2","86","4480","452","0","20","1","3","1","4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","139268","CM4919-1","","plot","7794500","202326BCPRC_saha_rep3_CM4919-1_51","3","3","51","9","3","test","","0.9","1.4","2.4","1","0","2","34.5664048059149","36.5","185","17.8571428571429","9.75","2","5","1","1","30","8.75","8","20","2","185","20","5","3","1","2","2","43","4830","502","0","20","1","3","1","4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","139299","COL2215","","plot","7794472","202326BCPRC_saha_rep3_COL2215_43","3","3","43","8","6","check","","","","1.6","1","3","2","36.8179046309032","42.6","80","14.6520146520147","8","1","5","1","1","30","7.3","8","20","4","200","5","6","3","1","2","2","44","4930","568","2","20","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2250627","GM11319-3","","plot","7794471","202326BCPRC_saha_rep3_GM11319-3_38","3","3","38","7","2","test","","2.5","3.2","20.3","10.7","4","1","29.8987626679236","37","120","12.6373626373626","6.9","1","5","2","2","25","5.5","6","20","3","260","10","6","2","1","3","2","45","4610","367","0","20","1","3","1","6"," (Operator: lizbethpino, Time: )"
